"date","url","region","number_laboratories","number_detections_variant","number_sequenced","n_B-1-1-7","n_P-1","n_B-1-351","n_B-1-617-2","n_B-1-1-529","n_BA-1","n_BA-2","n_BA-3","n_XJ","n_XL","n_P-2","n_B-1-525","percent_B-1-1-7","percent_P-1","percent_B-1-351","percent_B-1-617-2","percent_B-1-1-529","percent_BA-1","percent_BA-2","percent_BA-3","percent_XJ","percent_XL","percent_P-2","percent_B-1-525"
"18/05/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_4/Flash_survey_n_4.pdf","Veneto",14,137,137,129,1,0,2,NA,NA,NA,NA,NA,NA,0,0,"94,2","0,7","0","1,5",NA,NA,NA,NA,NA,NA,"0","0"
"18/05/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_4/Flash_survey_n_4.pdf","ITALIA",116,2568,1663,1442,123,7,18,NA,NA,NA,NA,NA,NA,0,17,"88,1","7,3","0,3","1",NA,NA,NA,NA,NA,NA,"0","0,8"
"22/06/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_5/Flash_survey_n_5.pdf","Abruzzo",2,23,16,7,0,0,9,NA,NA,NA,NA,NA,NA,0,0,"43,8","0","0","56,3",NA,NA,NA,NA,NA,NA,"0","0"
"22/06/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_5/Flash_survey_n_5.pdf","Basilicata",2,13,13,8,0,0,0,NA,NA,NA,NA,NA,NA,0,0,"100","0","0","0",NA,NA,NA,NA,NA,NA,"0","0"
"22/06/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_5/Flash_survey_n_5.pdf","Calabria",2,37,30,15,3,0,9,NA,NA,NA,NA,NA,NA,0,3,"50","10","0","30",NA,NA,NA,NA,NA,NA,"0","10"
"22/06/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_5/Flash_survey_n_5.pdf","Campania",3,110,95,56,10,0,28,NA,NA,NA,NA,NA,NA,0,0,"58,9","10,5","0","29,5",NA,NA,NA,NA,NA,NA,"0","0"
"22/06/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_5/Flash_survey_n_5.pdf","Emilia-Romagna",2,56,56,36,7,0,13,NA,NA,NA,NA,NA,NA,0,0,"64,3","12,5","0","23,2",NA,NA,NA,NA,NA,NA,"0","0"
"22/06/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_5/Flash_survey_n_5.pdf","Friuli-Venezia Giulia",7,17,17,4,0,0,12,NA,NA,NA,NA,NA,NA,0,0,"23,5","0","0","70,6",NA,NA,NA,NA,NA,NA,"0","0"
"22/06/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_5/Flash_survey_n_5.pdf","Lazio",19,117,117,29,39,0,37,NA,NA,NA,NA,NA,NA,0,0,"27,4","36,8","0","34,9",NA,NA,NA,NA,NA,NA,"0","0"
"22/06/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_5/Flash_survey_n_5.pdf","Liguria",7,9,6,1,1,0,2,NA,NA,NA,NA,NA,NA,0,0,"16,7","16,7","0","33,3",NA,NA,NA,NA,NA,NA,"0","0"
"22/06/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_5/Flash_survey_n_5.pdf","Lombardia",15,168,152,64,4,0,55,NA,NA,NA,NA,NA,NA,0,4,"44,4","2,8","0","38,2",NA,NA,NA,NA,NA,NA,"0","2,8"
"22/06/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_5/Flash_survey_n_5.pdf","Marche",4,9,9,3,1,0,4,NA,NA,NA,NA,NA,NA,0,1,"33,3","11,1","0","44,4",NA,NA,NA,NA,NA,NA,"0","11,1"
"22/06/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_5/Flash_survey_n_5.pdf","Molise",1,6,6,6,0,0,0,NA,NA,NA,NA,NA,NA,0,0,"100","0","0","0",NA,NA,NA,NA,NA,NA,"0","0"
"22/06/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_5/Flash_survey_n_5.pdf","P.A. Bolzano",1,5,5,2,0,0,3,NA,NA,NA,NA,NA,NA,0,0,"40","0","0","60",NA,NA,NA,NA,NA,NA,"0","0"
"22/06/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_5/Flash_survey_n_5.pdf","P.A. Trento",1,3,3,2,0,0,0,NA,NA,NA,NA,NA,NA,0,0,"100","0","0","0",NA,NA,NA,NA,NA,NA,"0","0"
"22/06/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_5/Flash_survey_n_5.pdf","Piemonte",13,46,46,28,0,0,2,NA,NA,NA,NA,NA,NA,0,0,"70","0","0","5",NA,NA,NA,NA,NA,NA,"0","0"
"22/06/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_5/Flash_survey_n_5.pdf","Puglia",9,37,37,30,0,0,6,NA,NA,NA,NA,NA,NA,0,0,"81,1","0","0","16,2",NA,NA,NA,NA,NA,NA,"0","0"
"22/06/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_5/Flash_survey_n_5.pdf","Sardegna",4,17,12,2,0,0,8,NA,NA,NA,NA,NA,NA,0,0,"16,7","0","0","66,7",NA,NA,NA,NA,NA,NA,"0","0"
"22/06/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_5/Flash_survey_n_5.pdf","Sicilia",4,81,68,56,4,0,2,NA,NA,NA,NA,NA,NA,1,1,"82,4","5,9","0","2,9",NA,NA,NA,NA,NA,NA,"1,5","1,5"
"22/06/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_5/Flash_survey_n_5.pdf","Toscana",3,59,43,23,14,0,3,NA,NA,NA,NA,NA,NA,0,1,"53,5","32,6","0","7",NA,NA,NA,NA,NA,NA,"0","2,3"
"22/06/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_5/Flash_survey_n_5.pdf","Umbria",4,13,13,4,3,0,0,NA,NA,NA,NA,NA,NA,0,0,"50","37,5","0","0",NA,NA,NA,NA,NA,NA,"0","0"
"22/06/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_5/Flash_survey_n_5.pdf","Valle d'Aosta",1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,0,0,"100","0","0","0",NA,NA,NA,NA,NA,NA,"0","0"
"22/06/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_5/Flash_survey_n_5.pdf","Veneto",9,27,27,16,6,0,3,NA,NA,NA,NA,NA,NA,0,0,"59,3","22,2","0","11,1",NA,NA,NA,NA,NA,NA,"0","0"
"22/06/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_5/Flash_survey_n_5.pdf","ITALIA",113,854,772,393,92,0,196,NA,NA,NA,NA,NA,NA,1,10,"57,8","11,8","0","22,7",NA,NA,NA,NA,NA,NA,"0,2","1,4"
"20/07/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_6/Flash_survey_n_6.pdf","Abruzzo",2,45,28,3,1,0,24,NA,NA,NA,NA,NA,NA,0,0,"0","3,6","0","85,7",NA,NA,NA,NA,NA,NA,"0","0"
"20/07/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_6/Flash_survey_n_6.pdf","Basilicata",2,2,2,0,0,0,2,NA,NA,NA,NA,NA,NA,0,0,"0","0","0","100",NA,NA,NA,NA,NA,NA,"0","0"
"20/07/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_6/Flash_survey_n_6.pdf","Calabria",2,33,15,0,2,0,10,NA,NA,NA,NA,NA,NA,0,0,"0","16,7","0","83,3",NA,NA,NA,NA,NA,NA,"0","0"
"20/07/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_6/Flash_survey_n_6.pdf","Campania",3,233,83,3,3,0,77,NA,NA,NA,NA,NA,NA,0,0,"0","3,6","0","92,8",NA,NA,NA,NA,NA,NA,"0","0"
"20/07/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_6/Flash_survey_n_6.pdf","Emilia-Romagna",2,127,127,9,0,0,118,NA,NA,NA,NA,NA,NA,0,0,"0","0","0","92,9",NA,NA,NA,NA,NA,NA,"0","0"
"20/07/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_6/Flash_survey_n_6.pdf","Friuli-Venezia Giulia",7,44,30,0,0,0,29,NA,NA,NA,NA,NA,NA,0,0,"0","0","0","96,7",NA,NA,NA,NA,NA,NA,"0","0"
"20/07/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_6/Flash_survey_n_6.pdf","Lazio",20,132,132,5,2,0,125,NA,NA,NA,NA,NA,NA,0,0,"0","1,5","0","94,7",NA,NA,NA,NA,NA,NA,"0","0"
"20/07/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_6/Flash_survey_n_6.pdf","Liguria",8,75,16,0,0,0,15,NA,NA,NA,NA,NA,NA,0,0,"0","0","0","100",NA,NA,NA,NA,NA,NA,"0","0"
"20/07/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_6/Flash_survey_n_6.pdf","Lombardia",15,220,220,3,3,0,204,NA,NA,NA,NA,NA,NA,0,0,"0","1,4","0","95,3",NA,NA,NA,NA,NA,NA,"0","0"
"20/07/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_6/Flash_survey_n_6.pdf","Marche",7,49,18,3,0,0,46,NA,NA,NA,NA,NA,NA,0,0,"0","0","0","93,9",NA,NA,NA,NA,NA,NA,"0","0"
"20/07/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_6/Flash_survey_n_6.pdf","Molise",1,15,15,0,0,0,15,NA,NA,NA,NA,NA,NA,0,0,"0","0","0","100",NA,NA,NA,NA,NA,NA,"0","0"
"20/07/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_6/Flash_survey_n_6.pdf","P.A. Bolzano",1,14,10,0,0,0,10,NA,NA,NA,NA,NA,NA,0,0,"0","0","0","100",NA,NA,NA,NA,NA,NA,"0","0"
"20/07/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_6/Flash_survey_n_6.pdf","P.A. Trento",1,11,11,1,0,0,10,NA,NA,NA,NA,NA,NA,0,0,"0","0","0","90,9",NA,NA,NA,NA,NA,NA,"0","0"
"20/07/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_6/Flash_survey_n_6.pdf","Piemonte",12,57,57,2,0,0,53,NA,NA,NA,NA,NA,NA,0,0,"0","0","0","96,4",NA,NA,NA,NA,NA,NA,"0","0"
"20/07/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_6/Flash_survey_n_6.pdf","Puglia",9,75,75,11,2,0,60,NA,NA,NA,NA,NA,NA,0,0,"0","2,7","0","80",NA,NA,NA,NA,NA,NA,"0","0"
"20/07/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_6/Flash_survey_n_6.pdf","Sardegna",10,330,64,0,0,0,63,NA,NA,NA,NA,NA,NA,0,0,"0","0","0","100",NA,NA,NA,NA,NA,NA,"0","0"
"20/07/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_6/Flash_survey_n_6.pdf","Sicilia",4,152,146,6,3,0,134,NA,NA,NA,NA,NA,NA,0,0,"0","2,1","0","93,1",NA,NA,NA,NA,NA,NA,"0","0"
"20/07/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_6/Flash_survey_n_6.pdf","Toscana",3,135,117,0,0,0,117,NA,NA,NA,NA,NA,NA,0,0,"0","0","0","100",NA,NA,NA,NA,NA,NA,"0","0"
"20/07/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_6/Flash_survey_n_6.pdf","Umbria",4,78,13,0,0,0,13,NA,NA,NA,NA,NA,NA,0,0,"0","0","0","100",NA,NA,NA,NA,NA,NA,"0","0"
"20/07/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_6/Flash_survey_n_6.pdf","Valle d'Aosta",1,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,0,0,"0","0","0","100",NA,NA,NA,NA,NA,NA,"0","0"
"20/07/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_6/Flash_survey_n_6.pdf","Veneto",9,145,145,3,0,0,140,NA,NA,NA,NA,NA,NA,0,0,"0","0","0","97,2",NA,NA,NA,NA,NA,NA,"0","0"
"20/07/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_6/Flash_survey_n_6.pdf","ITALIA",123,1973,1325,49,16,0,1266,NA,NA,NA,NA,NA,NA,0,0,"0","1,4","0","94,8",NA,NA,NA,NA,NA,NA,"0","0"
"24/08/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_7/Flash_survey_n_7.pdf","Abruzzo",2,154,34,0,0,0,34,NA,NA,NA,NA,NA,NA,0,0,"0","0","0","100",NA,NA,NA,NA,NA,NA,"0","0"
"24/08/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_7/Flash_survey_n_7.pdf","Basilicata",2,9,9,0,0,0,9,NA,NA,NA,NA,NA,NA,0,0,"0","0","0","100",NA,NA,NA,NA,NA,NA,"0","0"
"24/08/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_7/Flash_survey_n_7.pdf","Calabria",2,234,34,0,0,0,30,NA,NA,NA,NA,NA,NA,0,0,"0","0","0","100",NA,NA,NA,NA,NA,NA,"0","0"
"24/08/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_7/Flash_survey_n_7.pdf","Campania",3,531,93,0,0,0,92,NA,NA,NA,NA,NA,NA,0,0,"0","0","0","100",NA,NA,NA,NA,NA,NA,"0","0"
"24/08/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_7/Flash_survey_n_7.pdf","Emilia-Romagna",3,151,151,0,0,0,151,NA,NA,NA,NA,NA,NA,0,0,"0","0","0","100",NA,NA,NA,NA,NA,NA,"0","0"
"24/08/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_7/Flash_survey_n_7.pdf","Friuli-Venezia Giulia",9,201,24,0,0,0,23,NA,NA,NA,NA,NA,NA,0,0,"0","0","0","100",NA,NA,NA,NA,NA,NA,"0","0"
"24/08/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_7/Flash_survey_n_7.pdf","Lazio",12,84,82,0,0,0,82,NA,NA,NA,NA,NA,NA,0,0,"0","0","0","100",NA,NA,NA,NA,NA,NA,"0","0"
"24/08/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_7/Flash_survey_n_7.pdf","Liguria",8,188,63,0,0,0,63,NA,NA,NA,NA,NA,NA,0,0,"0","0","0","100",NA,NA,NA,NA,NA,NA,"0","0"
"24/08/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_7/Flash_survey_n_7.pdf","Lombardia",15,230,229,0,0,0,22,NA,NA,NA,NA,NA,NA,0,0,"0","0","0","99,6",NA,NA,NA,NA,NA,NA,"0","0"
"24/08/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_7/Flash_survey_n_7.pdf","Marche",6,51,48,1,0,1,46,NA,NA,NA,NA,NA,NA,0,0,"2,1","0","2,1","95,8",NA,NA,NA,NA,NA,NA,"0","0"
"24/08/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_7/Flash_survey_n_7.pdf","Molise",1,21,3,0,0,0,3,NA,NA,NA,NA,NA,NA,0,0,"0","0","0","100",NA,NA,NA,NA,NA,NA,"0","0"
"24/08/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_7/Flash_survey_n_7.pdf","P.A. Bolzano",1,47,10,0,0,0,10,NA,NA,NA,NA,NA,NA,0,0,"0","0","0","100",NA,NA,NA,NA,NA,NA,"0","0"
"24/08/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_7/Flash_survey_n_7.pdf","P.A. Trento",1,9,9,0,0,0,9,NA,NA,NA,NA,NA,NA,0,0,"0","0","0","100",NA,NA,NA,NA,NA,NA,"0","0"
"24/08/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_7/Flash_survey_n_7.pdf","Piemonte",12,109,109,0,0,0,108,NA,NA,NA,NA,NA,NA,0,0,"0","0","0","100",NA,NA,NA,NA,NA,NA,"0","0"
"24/08/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_7/Flash_survey_n_7.pdf","Puglia",9,33,33,0,0,0,33,NA,NA,NA,NA,NA,NA,0,0,"0","0","0","100",NA,NA,NA,NA,NA,NA,"0","0"
"24/08/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_7/Flash_survey_n_7.pdf","Sardegna",10,487,58,0,0,0,13,NA,NA,NA,NA,NA,NA,0,0,"0","0","0","100",NA,NA,NA,NA,NA,NA,"0","0"
"24/08/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_7/Flash_survey_n_7.pdf","Sicilia",5,696,232,1,0,0,223,NA,NA,NA,NA,NA,NA,0,0,"0,4","0","0","99,1",NA,NA,NA,NA,NA,NA,"0","0"
"24/08/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_7/Flash_survey_n_7.pdf","Toscana",3,297,182,0,0,0,182,NA,NA,NA,NA,NA,NA,0,0,"0","0","0","100",NA,NA,NA,NA,NA,NA,"0","0"
"24/08/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_7/Flash_survey_n_7.pdf","Umbria",4,129,34,0,0,0,34,NA,NA,NA,NA,NA,NA,0,0,"0","0","0","100",NA,NA,NA,NA,NA,NA,"0","0"
"24/08/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_7/Flash_survey_n_7.pdf","Valle d'Aosta",1,4,4,0,0,0,4,NA,NA,NA,NA,NA,NA,0,0,"0","0","0","100",NA,NA,NA,NA,NA,NA,"0","0"
"24/08/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_7/Flash_survey_n_7.pdf","Veneto",13,160,160,0,0,0,160,NA,NA,NA,NA,NA,NA,0,0,"0","0","0","100",NA,NA,NA,NA,NA,NA,"0","0"
"24/08/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_7/Flash_survey_n_7.pdf","ITALIA",122,3825,1601,2,0,1,1533,NA,NA,NA,NA,NA,NA,0,0,"0,2","0","0","99,7",NA,NA,NA,NA,NA,NA,"0","0"
"28/09/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_8/Flash_survey_n_8.pdf","Abruzzo",2,52,21,NA,0,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","100",NA,NA,NA,NA,NA,NA,NA,NA
"28/09/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_8/Flash_survey_n_8.pdf","Basilicata",2,9,9,NA,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","100",NA,NA,NA,NA,NA,NA,NA,NA
"28/09/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_8/Flash_survey_n_8.pdf","Calabria",2,97,45,NA,0,0,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","100",NA,NA,NA,NA,NA,NA,NA,NA
"28/09/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_8/Flash_survey_n_8.pdf","Campania",3,222,87,NA,0,0,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","100",NA,NA,NA,NA,NA,NA,NA,NA
"28/09/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_8/Flash_survey_n_8.pdf","Emilia-Romagna",3,151,151,NA,0,0,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","100",NA,NA,NA,NA,NA,NA,NA,NA
"28/09/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_8/Flash_survey_n_8.pdf","Friuli-Venezia Giulia",8,62,26,NA,0,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","100",NA,NA,NA,NA,NA,NA,NA,NA
"28/09/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_8/Flash_survey_n_8.pdf","Lazio",20,171,171,NA,0,0,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","100",NA,NA,NA,NA,NA,NA,NA,NA
"28/09/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_8/Flash_survey_n_8.pdf","Liguria",8,82,33,NA,0,0,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","100",NA,NA,NA,NA,NA,NA,NA,NA
"28/09/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_8/Flash_survey_n_8.pdf","Lombardia",16,198,191,NA,0,0,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","100",NA,NA,NA,NA,NA,NA,NA,NA
"28/09/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_8/Flash_survey_n_8.pdf","Marche",6,30,30,NA,0,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","100",NA,NA,NA,NA,NA,NA,NA,NA
"28/09/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_8/Flash_survey_n_8.pdf","Molise",1,3,3,NA,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","100",NA,NA,NA,NA,NA,NA,NA,NA
"28/09/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_8/Flash_survey_n_8.pdf","P.A. Bolzano",1,37,13,NA,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","100",NA,NA,NA,NA,NA,NA,NA,NA
"28/09/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_8/Flash_survey_n_8.pdf","P.A. Trento",1,12,12,NA,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","100",NA,NA,NA,NA,NA,NA,NA,NA
"28/09/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_8/Flash_survey_n_8.pdf","Piemonte",15,112,112,NA,0,0,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","100",NA,NA,NA,NA,NA,NA,NA,NA
"28/09/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_8/Flash_survey_n_8.pdf","Puglia",10,40,40,NA,0,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","100",NA,NA,NA,NA,NA,NA,NA,NA
"28/09/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_8/Flash_survey_n_8.pdf","Sardegna",10,167,29,NA,0,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","100",NA,NA,NA,NA,NA,NA,NA,NA
"28/09/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_8/Flash_survey_n_8.pdf","Sicilia",5,192,159,NA,0,0,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","100",NA,NA,NA,NA,NA,NA,NA,NA
"28/09/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_8/Flash_survey_n_8.pdf","Toscana",3,120,119,NA,0,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","100",NA,NA,NA,NA,NA,NA,NA,NA
"28/09/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_8/Flash_survey_n_8.pdf","Umbria",4,55,26,NA,0,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","100",NA,NA,NA,NA,NA,NA,NA,NA
"28/09/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_8/Flash_survey_n_8.pdf","Valle d'Aosta",1,3,3,NA,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","100",NA,NA,NA,NA,NA,NA,NA,NA
"28/09/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_8/Flash_survey_n_8.pdf","Veneto",12,163,163,NA,0,0,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","100",NA,NA,NA,NA,NA,NA,NA,NA
